Strain	accession	gene	original_header	seq_type	tax	vsearch_hash	len
MIT9211	CP000878	petB	Prochlorococcus marinus str. MIT 9211 genome	petB_Pro_LLII_III|LLII-IIIA	MIC	2261e7a962fdc6efbda697825aaa9a00	654
NATL2A	CP000095	petB	Prochlorococcus marinus str. NATL2A, complete genome	petB_Pro_LLI|LLIA	MIC	0ef417b4b60015ec0092395fdeae493b	654
NATL1A	CP000553	petB	Prochlorococcus marinus str. NATL1A, complete genome	petB_Pro_LLI|LLIA	MIC	8435ba1185ba7ec1dce10478139e6415	654
MIT0801	CP007754	petB	Prochlorococcus sp. MIT 0801, complete genome	petB_Pro_LLI|LLIA	MIC	e6f211af384cef2e89fe94f779e27ad8	654
MIT9313	BX548175	petB	Prochlorococcus marinus MIT9313 complete genome	petB_Pro_LLIV|LLIVA	MIC	2496ea2c5e2cca08e62c92ccef2b8dba	654
MIT9303	CP000554	petB	Prochlorococcus marinus str. MIT 9303, complete genome	petB_Pro_LLIV|LLIVA	MIC	588454cc62519adf184a56c484c746bc	654
WH7803	CT971583	petB	Synechococcus WH7803 complete genome sequence	petB_Syn_V|VA	MIC	fef5b04d12edc61965c98f1868853330	654
WH8102	BX548020	petB	Synechococcus sp. WH 8102 complete genome	petB_Syn_III|IIIA	MIC	5f833296609fa3e2e8611c869c242d35	654
WH8109	CP006882	petB	Synechococcus sp. WH 8109, complete genome	petB_Syn_II|IIA	MIC	17d417f32d636e46f65ff331d239c58f	654
WH8109	CP006882	petB	Synechococcus sp. WH 8109, complete genome	petB_Syn_II|IIA	MIC	f70a30b6a768bc429ef6f3cf96d10df4	912
CC9605	CP000110	petB	Synechococcus sp. CC9605, complete genome	petB_Syn_II|IIA	MIC	41ca6a996f8e5e86594b20959b5070a8	654
CC9605	CP000110	petB	Synechococcus sp. CC9605, complete genome	petB_Syn_II|IIA	MIC	c448eecb7ae386cd9e6d42c49ea43807	912
CC9311	CP000435	petB	Synechococcus sp. CC9311, complete genome	petB_Syn_I|IA	MIC	a94bc5d816405bbe10e5f8ca657c42f1	654
CC9902	CP000097	petB	Synechococcus sp. CC9902, complete genome	petB_Syn_IV|IVA	MIC	7611ed11d395d9ea5b7232ab16d288cd	654
CC9902	CP000097	petB	Synechococcus sp. CC9902, complete genome	petB_Syn_IV|IVA	MIC	26677795a5b4f58332bcb5814007020f	903
RCC307	CT978603	petB	Synechococcus sp. RCC307 genomic DNA sequence	petB_Syn_5_3|5.3A	MIC	5258f0b35ad394724cdb552ac5cc7925	654
RCC307	CT978603	petB	Synechococcus sp. RCC307 genomic DNA sequence	petB_Syn_5_3|5.3A	MIC	c251d34b1c46c78c43e57ebd478100ad	915
PCC6307	CP003495	petB	Cyanobium gracile PCC 6307, complete genome	petB_Syn_5_2|5.2A	MIC	4ce630e959c7bb4306f13d52aa204e51	651
Arctic732-1b	JF307695	petB	UNVERIFIED: Uncultured Synechococcus sp. clone Arctic732-1b cytochrome b6-like gene, partial sequence	petB_Syn_I|IA	MIC	63a16dcbe43964c3e7823e18353ef3dd	558
HNLC2	GL947595	petB	Prochlorococcus marinus bv. HNLC2 genomic scaffold scf_0001.HNLC2, whole genome shotgun sequence	petB_Pro_HLIII|HLIIIA	MIC	75a59ef515568baba0df3cfe865845e3	654
HNLC1	GL947594	petB	Prochlorococcus marinus bv. HNLC1 genomic scaffold scf_0001.HNLC1, whole genome shotgun sequence	petB_Pro_HLIV|HLIVA	MIC	18e5b153ba65248fd07f9abf1cba7b34	654
KORDI-49	CP006270	petB	Synechococcus sp. KORDI-49, complete genome	petB_Syn_WPC1|WPC1A	MIC	9b9cf09c1f85c87da8c4db3887044b84	654
KORDI-49	CP006270	petB	Synechococcus sp. KORDI-49, complete genome	petB_Syn_WPC1|WPC1A	MIC	0adcaf869900d35866f382f12c55d5e7	951
KORDI-100	CP006269	petB	Synechococcus sp. KORDI-100, complete genome	petB_Syn_UC_A|UC-AA	MIC	850fce5c7cf05f663fd06b6b8845d677	654
KORDI-100	CP006269	petB	Synechococcus sp. KORDI-100, complete genome	petB_Syn_UC_A|UC-AA	MIC	8ae43950e592dc5641a08949d83fb302	909
KORDI-52	CP006271	petB	Synechococcus sp. KORDI-52, complete genome	petB_Syn_II|IIA	MIC	5e7b65793526d7a48142db58c0213fa8	654
KORDI-52	CP006271	petB	Synechococcus sp. KORDI-52, complete genome	petB_Syn_II|IIA	MIC	6239c524ff842c01c2b1806bdd6ab3d4	909
AB280621	AB280621	petB	Chattonella marina var. ovata chromoplast petB gene for cytochrome b6, partial cds	petB_nmc	NMC	61dec8698ed7bda5fe0d7e816ab95563	592
MBIC11017	CP000828	petB	Acaryochloris marina MBIC11017, complete genome	petB_nmc	NMC	ee1531fb36cfd70be21d36508367a4d9	645
PCC7122	CP003659	petB	Anabaena cylindrica PCC 7122, complete genome	petB_nmc	NMC	c54e4d1c8230ce9734d27ce062921ef1	645
GQ231541	GQ231541	petB	Aureococcus anophagefferens strain CCMP 1984 chloroplast, complete genome	petB_nmc	NMC	6a923a6e37293adac6edc85675b1c0ae	645
GQ231542	GQ231542	petB	Aureoumbra lagunensis strain CCMP 1507 chloroplast, complete genome	petB_nmc	NMC	88fb49c22e3f8744c08de92401b75425	645
FO082259	FO082259	petB	Bathycoccus prasinos genomic : Chloroplast	petB_nmc	NMC	e86083a0429f9c8ce761520014102518	645
PCC6303	CP003610	petB	Calothrix sp. PCC 6303, complete genome	petB_nmc	NMC	d0ff1abdb47a12be7d808a8fbe8f2dbc	645
UCYN-A	JPSP01000008	petB	Candidatus Atelocyanobacterium thalassa isolate SIO64986 UCYN-A2_contig_8.864055, whole genome shotgun sequence	petB_nmc	NMC	858847ffb487e0d5f961c9f941acbe33	642
PCC6605	CP003600	petB	Chamaesiphon minutus PCC 6605, complete genome	petB_nmc	NMC	0c18c4d6c3a797670aad9cca2bf26b99	642
FJ423446	FJ423446	petB	Chlamydomonas reinhardtii strain CC-503 cw92 mt+ chloroplast, complete genome	petB_nmc	NMC	a69198c3bf303abdbba788365f5c413d	645
WH8501	AADV02000007	petB	Crocosphaera watsonii WH 8501 ctg356, whole genome shotgun sequence	petB_nmc	NMC	f35adca9d5d3076e6159bda3036bb6d7	642
PCC7202	CP003940	petB	Cyanobacterium stanieri PCC 7202, complete genome	petB_nmc	NMC	9fa9feb326c6b8812e513bdb69111d96	642
PCC7425	CP001344	petB	Cyanothece sp. PCC 7425, complete genome	petB_nmc	NMC	c5cb4d92b5658e83f52181a6b57e0198	642
FP102296	FP102296	petB	Ectocarpus siliculosus chloroplast, complete genome	petB_nmc	NMC	6fffbc4f8c0c3f040dd63d591c1d277a	645
AY741371	AY741371	petB	Emiliania huxleyi strain CCMP 373 chloroplast, complete genome	petB_nmc	NMC	0a69f1d2f3ce667733eb63390da3a96d	645
AP011960	AP011960	petB	Fistulifera solaris chloroplast DNA, complete genome	petB_nmc	NMC	609712b5cd0d0a4e1e345976f721a750	645
GU196268	GU196268	petB	Floydiella terrestris culture-collection UTEX:1709 chloroplast, complete genome	petB_nmc	NMC	1a0f0733f5a6793fdeb60071af2f7667	645
PCC7407	CP003591	petB	Geitlerinema sp. PCC 7407, complete genome	petB_nmc	NMC	08a72e6588cdd47313cca1cb3266f5fc	645
PCC7428	CP003646	petB	Gloeocapsa sp. PCC 7428, complete genome	petB_nmc	NMC	c6309ac8d1009ca52e3da41282c6a632	642
AF041468	AF041468	petB	Guillardia theta complete plastid genome	petB_nmc	NMC	cc3b46623f2093039caa93466eebaaea	645
EU168190	EU168190	petB	Heterosigma akashiwo strain NIES 293 chloroplast, complete genome	petB_nmc	NMC	29eed1b8c69e791819ea3db7e2530d38	645
JN039300	JN039300	petB	Karlodinium veneficum chloroplast, partial genome	petB_nmc	NMC	a70035064611887cc209a4e13cfe050a	633
PCC7375	JH993797	petB	Leptolyngbya sp. PCC 7375 genomic scaffold Lepto7375DRAFT_LPA.5, whole genome shotgun sequence	petB_nmc	NMC	254f2e1d5a07befdc8e879a9816f5f22	642
PCC7113	CP003630	petB	Microcoleus sp. PCC 7113, complete genome	petB_nmc	NMC	61603017472c8324fc82532ae39bfaec	642
FJ858267	FJ858267	petB	Micromonas sp. RCC299 chloroplast, complete genome	petB_nmc	NMC	9b109e42376eb7cfece6d4cb8161af6c	645
FJ493497	FJ493497	petB	Monomastix sp. OKE-1 chloroplast, complete genome	petB_nmc	NMC	8c5da32c544aeb78c7a53ce91dd52c11	645
PCC7524	CP003552	petB	Nostoc sp. PCC 7524, complete genome	petB_nmc	NMC	b95c28fa450849fa05187e86a4929162	645
Z67753	Z67753	petB	Odontella sinensis complete chloroplast genome	petB_nmc	NMC	07aee9ff99f2908ff8448a5967f4ef53	645
EU677193	EU677193	petB	Oedogonium cardiacum strain SAG 575-1b chloroplast, complete genome	petB_nmc	NMC	34209662cfd89fe828d79e51cffafc86	645
DQ291132	DQ291132	petB	Oltmannsiellopsis viridis chloroplast, complete genome	petB_nmc	NMC	a9232f4590b68ba1d692959a40097b7a	477
FJ968739	FJ968739	petB	Oocystis solitaria culture-collection SAG:83.80 chloroplast, partial genome	petB_nmc	NMC	3d98f811befc9f80bf4411867c536610	645
PCC7112	CP003614	petB	Oscillatoria nigro-viridis PCC 7112, complete genome	petB_nmc	NMC	3e73786ed7e74457e7e26931dcd0a308	642
CR954199	CR954199	petB	Ostreococcus tauri chloroplast, complete genome	petB_nmc	NMC	2639d6414e64066a11be33caeb3495d9	645
FJ968741	FJ968741	petB	Parachlorella kessleri culture-collection SAG:211-11g chloroplast, complete genome	petB_nmc	NMC	0efaabe099aee886281b679754ceb608	645
JN117275	JN117275	petB	Phaeocystis antarctica strain CCMP1374 plastid, complete genome	petB_nmc	NMC	68e4c1d9cc8d81b5d15398f69ca7aa25	645
EF067920	EF067920	petB	Phaeodactylum tricornutum chloroplast, complete genome	petB_nmc	NMC	7317d030c3fb3c0ea7cf2c8536386552	645
PCC7327	CP003590	petB	Pleurocapsa sp. PCC 7327, complete genome	petB_nmc	NMC	08cdaa54094a6e777b48eb772d4dcd7f	642
JQ408795	JQ408795	petB	Porphyra umbilicalis plastid, partial genome	petB_nmc	NMC	aa7b72a81c2841c6bf41e628ed0c8673	645
PCC7429	ALWB01000101	petB	Pseudanabaena biceps PCC 7429 scaffold_00101, whole genome shotgun sequence	petB_nmc	NMC	77c2ab0ea0b090dc0b1da302b093b2ed	645
PCC7367	CP003592	petB	Pseudanabaena sp. PCC 7367, complete genome	petB_nmc	NMC	380b74476494227ebcc1d6c2632fae9c	645
AY835431	AY835431	petB	Pseudendoclonium akinetum chloroplast, complete genome	petB_nmc	NMC	eba4d7a4dd7e8fdc3416a69dbffe6b5e	645
FJ493498	FJ493498	petB	Pycnococcus provasolii chloroplast, complete genome	petB_nmc	NMC	774feb90f4c4e63100a5b8c9a9c2720e	645
FJ493499	FJ493499	petB	Pyramimonas parkeae chloroplast, complete genome	petB_nmc	NMC	9014e761fa32d35a0e631bb916758e90	645
KC517072	KC517072	petB	Pyropia yezoensis chloroplast, complete genome	petB_nmc	NMC	f9dc7f0d2a1913360fd2677f28c0d2ba	645
EF508371	EF508371	petB	Rhodomonas salina strain CCMP1319 chloroplast, complete genome	petB_nmc	NMC	d541af6357015d505b71d4c8f33499eb	645
PCC7116	CP003549	petB	Rivularia sp. PCC 7116, complete genome	petB_nmc	NMC	16e894c8c61895d78e24d6f8d688ba58	645
JQ405663	JQ405663	petB	Saccharina japonica chloroplast, complete genome	petB_nmc	NMC	2d01a4c57f334501ebe6cd866a4d14cd	645
DQ396875	DQ396875	petB	Scenedesmus obliquus strain UTEX 393 chloroplast, complete genome	petB_nmc	NMC	23a94afd72ac9fe3634baf208252bedb	645
HQ700713	HQ700713	petB	Schizomeris leibleinii culture-collection UTEX:LB 1228 chloroplast, complete genome	petB_nmc	NMC	95be5ec5f6d350bb846155b3dde14fe6	645
AJ132263	AJ132263	petB	Skeletonema costatum chromoplast psbC (partial), psaD, petB, petD (partial), ycf12, ycf9 and ycf47 genes	petB_nmc	NMC	0b9e0acf1ddc7bd03e779008f73ae728	645
PCC7437	CP003653	petB	Stanieria cyanosphaera PCC 7437, complete genome	petB_nmc	NMC	5fc8d93bb1c5cd5d718334b302a42e97	642
DQ630521	DQ630521	petB	Stigeoclonium helveticum strain UTEX 441 chloroplast, complete genome	petB_nmc	NMC	ff1a923ffc6e434b18fe93300dda15e4	645
PCC7942	CP000100	petB	Synechococcus elongatus PCC 7942, complete genome	petB_nmc	NMC	c5f2bfd26983d4053270416f901282ec	645
PCC6312	CP003558	petB	Synechococcus sp. PCC 6312, complete genome	petB_nmc	NMC	1de8c2872545ed5ac7a48b3ea27c0f5a	645
PCC7502	CP003594	petB	Synechococcus sp. PCC 7502, complete genome	petB_nmc	NMC	6eb7d2eda98e3c3282eebc2f056c3ce2	645
PCC7509	ALVU02000001	petB	Synechocystis sp. PCC 7509 SYN7509DRAFT_scaffold1.1_C, whole genome shotgun sequence	petB_nmc	NMC	0e12e15cdf560db579d2a2a17ee85149	645
GU323224	GU323224	petB	Thalassiosira oceanica CCMP1005 chloroplast, complete genome	petB_nmc	NMC	6f7197a2624b2659b55d2b4e542357f6	645
IMS101	NC_008312	petB	Trichodesmium erythraeum IMS101, complete genome	petB_nmc	NMC	d80193706080202673f13bf0dcfe0a42	642
JX297813	JX297813	petB	Uncultured Pelagomonas plastid, complete genome	petB_nmc	NMC	a266d99306477f172843da91493b179b	645
HM565909	HM565909	petB	Uncultured prymnesiophyte C19847 chloroplast sequence	petB_nmc	NMC	6e83c37cfb80ed1f6c16e68a266db70c	645
EU912438	EU912438	petB	Vaucheria litorea chloroplast, complete genome	petB_nmc	NMC	d51e8d2f5092c6ac40bbc122d86f8450	645
GU084820	GU084820	petB	Volvox carteri f. nagariensis strain UTEX 2908 plastid, partial genome	petB_nmc	NMC	46a4b85d4d9068d8eb81b55eafff4ea7	645
PCC7108	AJWF01000010	petB	Anabaena sp. PCC 7108 Ana7108scaffold_2_Cont10, whole genome shotgun sequence	petB_nmc	NMC	6ecc7a7d339a37bdaac5d7ab5a02d081	645
PCC7103	ALVJ01000022	petB	Calothrix sp. PCC 7103 Cal7103DRAFT_CPM.6_C15, whole genome shotgun sequence	petB_nmc	NMC	cc2903f77730f5fedede6b2f5db60459	645
PCC9339	ALVS01000067	petB	Fischerella sp. PCC 9339 PCC9339DRAFT_scaffold1.1_C14, whole genome shotgun sequence	petB_nmc	NMC	225eb2013f34e59a286934d605627a16	645
PCC7126	ANFJ01000002	petB	Fortiea contorta PCC 7126 Mic7126DRAFT_MPQ.3_C2, whole genome shotgun sequence	petB_nmc	NMC	f3222401460be213a7373a0b794f2d41	645
PCC7105	ANFQ01000212	petB	Geitlerinema sp. PCC 7105 Gei7105DRAFT_GPC.4_C27, whole genome shotgun sequence	petB_nmc	NMC	06251aec5126ce409c40493f4424cbad	450
PCC6308	ALVO01000008	petB	Geminocystis herdmanii PCC 6308 Syn6308scaffold_1_Cont8, whole genome shotgun sequence	petB_nmc	NMC	549d34016e25a0e478abe19c07026b15	642
PCC73106	ALVY01000210	petB	Gloeocapsa sp. PCC 73106 scaffold_00210, whole genome shotgun sequence	petB_nmc	NMC	b2aff995c8023034c950e2827a1df638	642
PCC6407	ALVI01000047	petB	Kamptonema formosum PCC 6407 Oscil6407scaffold_6_Cont47, whole genome shotgun sequence	petB_nmc	NMC	7655316ddad3892494856fd4b22dbfc4	642
PCC6306	ALVM01000010	petB	Leptolyngbya boryana PCC 6306 LepboDRAFT_LPC.1_C2, whole genome shotgun sequence	petB_nmc	NMC	204b86d6177c42e48ba75a5400ac077f	645
PCC10914	ALVW01000006	petB	Mastigocladopsis repens PCC 10914 Mas10914DRAFT_scaffold1.1_C1, whole genome shotgun sequence	petB_nmc	NMC	662adfe496abf342732b58c3723564e8	645
AF137379	AF137379	petB	Nephroselmis olivacea chloroplast DNA, complete genome	petB_nmc	NMC	fe5a0e44bf05fc1a1875de33fbd90e55	645
PCC7104	ALVP01000047	petB	Nodosilinea nodulosa PCC 7104 Lepto7104DRAFT_LPD.2_C47, whole genome shotgun sequence	petB_nmc	NMC	17e3c5c6ce1858040792122ec87402f1	642
CCY9414	NZ_AAVW01000021	petB	Nodularia spumigena CCY9414 1099428179496, whole genome shotgun sequence	petB_nmc	NMC	bd8f9b07a4e3acbcbbecab9a9c292789	189
PCC10802	ANKO01000052	petB	Oscillatoria sp. PCC 10802 Osc10802DRAFT_Contig7.7_C49, whole genome shotgun sequence	petB_nmc	NMC	df357addbf923d2c37667d050840f0ae	645
PCC7319	ALVL01000021	petB	Pleurocapsa sp. PCC 7319 Pleur7319scaffold_7_Cont21, whole genome shotgun sequence	petB_nmc	NMC	096afd3ba500731c1f30bc40f1e4a5ac	642
PCC9006	ANKN01000158	petB	Prochlorothrix hollandica PCC 9006 = CALU 1027 strain PCC 9006 Pro9006DRAFT_Contig10.1_C7, whole genome shotgun sequence	petB_nmc	NMC	132f563e80e103219ae5f51a405ad3c5	642
PCC6802	ALVK01000015	petB	Pseudanabaena sp. PCC 6802 Pse6802_scaffold_5_Cont15, whole genome shotgun sequence	petB_nmc	NMC	d21c4aad1aa397165ce62abee4592983	645
PCC7336	ALWC01000004	petB	Synechococcus sp. PCC 7336 Syn7336Cscaffold_1_Cont4, whole genome shotgun sequence	petB_nmc	NMC	09b1d2cdeb81c4bc13c5064dffb0f233	645
PCC7305	ALVZ01000218	petB	Xenococcus sp. PCC 7305 scaffold_00218, whole genome shotgun sequence	petB_nmc	NMC	676d943b69217baff67c243b184a8fe8	642
UTEX2349	ALWD01000029	petB	[Scytonema hofmanni] UTEX 2349 Tol9009DRAFT_TPD.8_C11, whole genome shotgun sequence	petB_nmc	NMC	f47ebff08adf149692b8c4fc3f8324b2	645
MIC_desC_fam1_LVHT01000027.1	LVHT01000027.1	desC	Synechococcus sp. MIT S9504 MITS9504_contig000027, whole genome shotgun sequence_fam1	desC_fam1Mic	MIC	03e07f544d565a26a1fa5a8a71099e04	849
MIC_desC_fam1_LVHT01000027.1	LVHT01000027.1	desC	Synechococcus sp. MIT S9504 MITS9504_contig000027, whole genome shotgun sequence_fam1	desC_fam1Mic	MIC	9ef070e72a2bcaa2716bf4badbda8f81	933
MIC_desC_fam1_LVHU01000016.1	LVHU01000016.1	desC	Synechococcus sp. MIT S9508 MITS9508_contig000016, whole genome shotgun sequence_fam1	desC_fam1Mic	MIC	5ef011fcb8672bd1b1b1c8c9637a63f0	822
MIC_desC_fam1_LVHU01000016.1	LVHU01000016.1	desC	Synechococcus sp. MIT S9508 MITS9508_contig000016, whole genome shotgun sequence_fam1	desC_fam1Mic	MIC	e31c1f890535fe19525f9a0dd310be46	864
MIC_desC_fam1_BX569695.1	BX569695.1	desC	Synechococcus sp. WH8102 complete genome; segment 7/7_fam1	desC_fam1Mic	MIC	d2268d7cef743b8939d918242caa18dd	861
MIC_desC_fam1_LN847356.1	LN847356.1	desC	Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1_fam1	desC_fam1Mic	MIC	eff22f6b147b87eacbe6f18077bd64b4	795
MIC_desC_fam1_AAUA01000001.1	AAUA01000001.1	desC	Synechococcus sp. RS9916 1100013017033, whole genome shotgun sequence_f1	desC_fam1Mic	MIC	3b9625dccebd238361afe8befa15043f	966
MIC_desC_fam1_NZ_CH724168.1	NZ_CH724168.1	desC	Synechococcus sp. WH 7805 scf_1099646010156, whole genome shotgun sequence_f1	desC_fam1Mic	MIC	5a14709870cd5992beae0405e3c82c6c	912
MIC_desC_fam1_NZ_CH724158.1	NZ_CH724158.1	desC	Synechococcus sp. RS9917 scf_1099465004208, whole genome shotgun sequence_f1	desC_fam1Mic	MIC	f22840c78ca0800b666b2020a66c7976	924
MIC_desC_fam1_NZ_ADXL01000042.1	NZ_ADXL01000042.1	desC	Synechococcus sp. CB0101 contig08632, whole genome shotgun sequence_f1	desC_fam1Mic	MIC	ca90778c5f34f79040ebb2bf4aa01c8a	864
MIC_desC_fam1_LVHS01000027.1	LVHS01000027.1	desC	Prochlorococcus marinus str. MIT 1342 PMIT1342_contig000027, whole genome shotgun sequence_f1	desC_fam1Mic	MIC	e30ec36ededaf1c7253f25e498182785	795
MIC_desC_fam1_JNBA01000036.1	JNBA01000036.1	desC	Prochlorococcus sp. MIT 0701 contig00005, whole genome shotgun sequence_f1	desC_fam1Mic	MIC	c327d0b63ee52dc61d7e0bf14dcb6b95	795
MIC_desC_fam1_JNBB01000046.1	JNBB01000046.1	desC	Prochlorococcus sp. MIT 0702 contig00002, whole genome shotgun sequence_f1	desC_fam1Mic	MIC	fcb091f458f7cfe69d1bf25257029025	786
MIC_desC_fam1_NZ_LVHL01000012.1	NZ_LVHL01000012.1	desC	Prochlorococcus sp. MIT 1306 PMIT1306_contig000012, whole genome shotgun sequence_f1	desC_fam1Mic	MIC	6a7f8dc027c17bd4e7620157c3f29a33	921
MIC_desC_fam1_JNAV01000006.1	JNAV01000006.1	desC	Prochlorococcus sp. MIT 0602 Contig1231, whole genome shotgun sequence_f1	desC_fam1Mic	MIC	3cf02c987824a48af5a48df196c95b71	930
MIC_desC_fam1_JNAX01000011.1	JNAX01000011.1	desC	Prochlorococcus marinus str. PAC1 contig_7, whole genome shotgun sequence_f1	desC_fam1Mic	MIC	908fcc89c371714fb847798e3cdeb731	918
MIC_desC_fam1_NZ_DS989904.1	NZ_DS989904.1	desC	Synechococcus sp. PCC 7335 scf_1103496006895, whole genome shotgun sequence_f1	desC_fam1Mic	MIC	1a6da7b370ec9110e20b17a51aa065a3	813
MIC_desC_fam1_KJ947870.1	KJ947870.1	desC	Prochlorococcus marinus str. P0902-H212 contig_222 genomic sequence_f1	desC_fam1Mic	MIC	353ab46395560db45f95af05b3a6e7c7	918
MIC_desC_fam1_ALPF01000024.1	ALPF01000024.1	desC	Prochlorococcus sp. W8 clone W8 W8_5, whole genome shotgun sequence_f1	desC_fam1Mic	MIC	b410231495bc531634dca5a42fd8bbe7	936
MIC_desC_fam1_NZ_ADXM01000015.1	NZ_ADXM01000015.1	desC	Synechococcus sp. CB0205 contig06948, whole genome shotgun sequence_f1	desC_fam1Mic	MIC	0ee860df894f90e7d7cc742cfdc169d2	1038
MIC_desC_fam2_NC_007513.1	NC_007513.1	desC	Synechococcus sp. CC9902, complete genome_f2	desC_fam2Mic	MIC	e52f0299d63f3ae52198bf8a8bb2a439	936
MIC_desC_fam2_JFKS01000176.1	JFKS01000176.1	desC	Prochlorococcus sp. scB241_526N5 contig_119, whole genome shotgun sequence_f2	desC_fam2Mic	MIC	1b26ca6cded5b554a0fdbf04562365aa	936
MIC_desC_fam2_DQ366732.1	DQ366732.1	desC	Uncultured Prochlorococcus marinus clone HOT0M-10E12 genomic sequence_f2	desC_fam2Mic	MIC	bf6dcb6be8705d71a30242345ed58a9b	939
MIC_desC_fam2_NZ_JNAU01000003.1	NZ_JNAU01000003.1	desC	Prochlorococcus sp. MIT 0601 Contig3414, whole genome shotgun sequence_f2	desC_fam2Mic	MIC	95c3f25e1cd7ebccfbffd4a05bca8af4	939
MIC_desC_fam2_NZ_DS022298.1	NZ_DS022298.1	desC	Synechococcus sp. BL107 scf_1099739244347, whole genome shotgun sequence_f2	desC_fam2Mic	MIC	6ca7824c90e614bc7053632bb2f7a321	936
VIR_desC_fam1_gi|129965494|gb|AACY023740878.1|	gi|129965494|gb|AACY023740878.1|	desC	Desaturase - P-loop_NTPase Superfamily (RecA) - Marine metagenome ctg_1101668548229, whole genome shotgun sequence	desC_fam1	VIR	7ada0c4dacd2d957924edbefa1b0b536	750
VIR_desC_fam1_gi|130161300|gb|AACY023530617.1|	gi|130161300|gb|AACY023530617.1|	desC	Desaturase - DNAPolB - Marine metagenome ctg_1101668337968, whole genome shotgun sequence	desC_fam1	VIR	3256f285e69930a33ff2242a578d6e9e	721
VIR_desC_fam1_gi|133719145|gb|AACY020282782.1|	gi|133719145|gb|AACY020282782.1|	desC	DNA polymerase - Desaturase Marine metagenome 1096626355811, whole genome shotgun sequence	desC_fam1	VIR	a3b27ca2cbe8098d1b14761b4631c052	684
VIR_desC_fam1_gi|771826184|emb|CENK01013647.1|	gi|771826184|emb|CENK01013647.1|	desC	Desaturase - gp45 sliding clamp - marine metagenome genome assembly TARA_018_DCM_0.22, contig TARA_018_DCM_<-0.22_scaffold48239_1, whole genome shotgun sequence	desC_fam1	VIR	30d27c678ccafd58c903fc5765778b03	753
VIR_desC_fam1_gi|773430108|emb|CEOH01078484.1|	gi|773430108|emb|CEOH01078484.1|	desC	Desaturase - Cytitydyl transferase - marine metagenome genome assembly TARA_034_DCM_0.22, contig TARA_034_DCM_<-0.22_C3543849_1, whole genome shotgun sequence	desC_fam1	VIR	fd8a147326e453fe883d5626f82c17d1	753
VIR_desC_fam1_gi|774798213|emb|CEOR01101594.1|	gi|774798213|emb|CEOR01101594.1|	desC	 Desaturase - marine metagenome genome assembly TARA_064_DCM_0.1-0.22, contig TARA_064_DCM_0.1-0.22_C8249927_1, whole genome shotgun sequence	desC_fam1	VIR	89e1ecf25b1b9a1b931de347acb9e987	669
VIR_desC_fam1_gi|775961903|emb|CEQA01091698.1|	gi|775961903|emb|CEQA01091698.1|	desC	Desaturase - marine metagenome genome assembly TARA_041_DCM_0.22, contig TARA_041_DCM_<-0.22_C8145901_1, whole genome shotgun sequence	desC_fam1	VIR	3b04d6123638ffeb4c7da7158075e590	651
VIR_desC_fam1_gi|777660913|emb|CEOU01016036.1|	gi|777660913|emb|CEOU01016036.1|	desC	Desaturase - marine metagenome genome assembly TARA_065_DCM_0.1-0.22, contig TARA_065_DCM_0.1-0.22_scaffold42313_1, whole genome shotgun sequence	desC_fam1	VIR	090e82e62f43f520793ef5e22a49548b	615
VIR_desC_fam1_gi|793584552|emb|CESB01118136.1|	gi|793584552|emb|CESB01118136.1|	desC	Desaturase - marine metagenome genome assembly TARA_078_SRF_0.22-0.45, contig TARA_078_SRF_0.22-0.45_scaffold271613_1, whole genome shotgun sequence	desC_fam1	VIR	6e4c4e8b71d9b3252ebc65612507a8cd	678
VIR_desC_fam1_gi|832625532|emb|CERX01056172.1|	gi|832625532|emb|CERX01056172.1|	desC	Desaturase - marine metagenome genome assembly TARA_068_DCM_0.22-0.45, contig TARA_068_DCM_0.22-0.45_scaffold136886_1, whole genome shotgun sequence	desC_fam1	VIR	e9d946b11c0092c60b6bb95a77e3639e	780
VIR_desC_fam1_gi|843841016|emb|CEPK01102941.1|	gi|843841016|emb|CEPK01102941.1|	desC	Desaturase - marine metagenome genome assembly TARA_042_DCM_0.22-1.6, contig TARA_042_DCM_0.22-1.6_scaffold225150_1, whole genome shotgun sequence	desC_fam1	VIR	d19f29b9c450b14980a26692e746fe47	753
VIR_desC_fam1_gi|847007529|emb|CERB01091203.1|	gi|847007529|emb|CERB01091203.1|	desC	Desaturase - marine metagenome genome assembly TARA_072_DCM_0.22-3, contig TARA_072_DCM_0.22-3_scaffold215499_1, whole genome shotgun sequence	desC_fam1	VIR	00e46b54039613e4826a9f0174c16532	753
VIR_desC_fam1_gi|847027814|emb|CERB01080044.1|	gi|847027814|emb|CERB01080044.1|	desC	Desaturase - DNA Adenine Methyltransferase - marine metagenome genome assembly TARA_072_DCM_0.22-3, contig TARA_072_DCM_0.22-3_scaffold191860_1, whole genome shotgun sequence	desC_fam1	VIR	5035ee9a0258da5126912bde26831844	795
